id,question,category,expected_concepts,role,difficulty
technical_encapsulation_over_binary_search,When would you use encapsulation over binary search?,technical,scenario favoring encapsulation|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,easy
technical_encapsulation_over_linked_list,When would you use encapsulation over linked list?,technical,scenario favoring encapsulation|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_merge_sort,When would you use encapsulation over merge sort?,technical,scenario favoring encapsulation|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_interface,When would you use encapsulation over interface?,technical,scenario favoring encapsulation|scenario favoring interface|trade-offs|decision criteria,Software Engineer,medium
technical_polymorphism_over_pointers,When would you use polymorphism over pointers?,technical,scenario favoring polymorphism|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,easy
technical_polymorphism_over_rest_api,When would you use polymorphism over REST API?,technical,scenario favoring polymorphism|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,hard
technical_polymorphism_over_sql_injection,When would you use polymorphism over SQL injection?,technical,scenario favoring polymorphism|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,easy
technical_polymorphism_over_multithreading,When would you use polymorphism over multithreading?,technical,scenario favoring polymorphism|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,medium
technical_polymorphism_over_deadlock,When would you use polymorphism over deadlock?,technical,scenario favoring polymorphism|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,hard
technical_polymorphism_over_garbage_collection,When would you use polymorphism over garbage collection?,technical,scenario favoring polymorphism|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,medium
technical_polymorphism_over_big_o_notation,When would you use polymorphism over Big O notation?,technical,scenario favoring polymorphism|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,hard
technical_polymorphism_over_stack,When would you use polymorphism over stack?,technical,scenario favoring polymorphism|scenario favoring stack|trade-offs|decision criteria,Software Engineer,easy
technical_polymorphism_over_queue,When would you use polymorphism over queue?,technical,scenario favoring polymorphism|scenario favoring queue|trade-offs|decision criteria,Software Engineer,easy
technical_polymorphism_over_dictionary,When would you use polymorphism over dictionary?,technical,scenario favoring polymorphism|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,medium
technical_polymorphism_over_lambda_function,When would you use polymorphism over lambda function?,technical,scenario favoring polymorphism|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,easy
technical_polymorphism_over_virtual_memory,When would you use polymorphism over virtual memory?,technical,scenario favoring polymorphism|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,hard
technical_polymorphism_over_exception_handling,When would you use polymorphism over exception handling?,technical,scenario favoring polymorphism|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,medium
technical_polymorphism_over_binary_search,When would you use polymorphism over binary search?,technical,scenario favoring polymorphism|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,medium
technical_polymorphism_over_linked_list,When would you use polymorphism over linked list?,technical,scenario favoring polymorphism|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,easy
technical_polymorphism_over_merge_sort,When would you use polymorphism over merge sort?,technical,scenario favoring polymorphism|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,medium
technical_polymorphism_over_interface,When would you use polymorphism over interface?,technical,scenario favoring polymorphism|scenario favoring interface|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_rest_api,When would you use pointers over REST API?,technical,scenario favoring pointers|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_sql_injection,When would you use pointers over SQL injection?,technical,scenario favoring pointers|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_multithreading,When would you use pointers over multithreading?,technical,scenario favoring pointers|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,easy
technical_pointers_over_deadlock,When would you use pointers over deadlock?,technical,scenario favoring pointers|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,medium
technical_pointers_over_garbage_collection,When would you use pointers over garbage collection?,technical,scenario favoring pointers|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_big_o_notation,When would you use pointers over Big O notation?,technical,scenario favoring pointers|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_stack,When would you use pointers over stack?,technical,scenario favoring pointers|scenario favoring stack|trade-offs|decision criteria,Software Engineer,easy
technical_pointers_over_queue,When would you use pointers over queue?,technical,scenario favoring pointers|scenario favoring queue|trade-offs|decision criteria,Software Engineer,easy
technical_pointers_over_dictionary,When would you use pointers over dictionary?,technical,scenario favoring pointers|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_lambda_function,When would you use pointers over lambda function?,technical,scenario favoring pointers|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,easy
technical_pointers_over_virtual_memory,When would you use pointers over virtual memory?,technical,scenario favoring pointers|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,easy
technical_pointers_over_exception_handling,When would you use pointers over exception handling?,technical,scenario favoring pointers|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_binary_search,When would you use pointers over binary search?,technical,scenario favoring pointers|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_linked_list,When would you use pointers over linked list?,technical,scenario favoring pointers|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,medium
technical_pointers_over_merge_sort,When would you use pointers over merge sort?,technical,scenario favoring pointers|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,hard
technical_pointers_over_interface,When would you use pointers over interface?,technical,scenario favoring pointers|scenario favoring interface|trade-offs|decision criteria,Software Engineer,hard
technical_rest_api_over_sql_injection,When would you use REST API over SQL injection?,technical,scenario favoring REST API|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,hard
technical_rest_api_over_multithreading,When would you use REST API over multithreading?,technical,scenario favoring REST API|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,easy
technical_rest_api_over_deadlock,When would you use REST API over deadlock?,technical,scenario favoring REST API|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,medium
technical_rest_api_over_garbage_collection,When would you use REST API over garbage collection?,technical,scenario favoring REST API|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,medium
technical_rest_api_over_big_o_notation,When would you use REST API over Big O notation?,technical,scenario favoring REST API|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,easy
technical_rest_api_over_stack,When would you use REST API over stack?,technical,scenario favoring REST API|scenario favoring stack|trade-offs|decision criteria,Software Engineer,easy
technical_rest_api_over_queue,When would you use REST API over queue?,technical,scenario favoring REST API|scenario favoring queue|trade-offs|decision criteria,Software Engineer,medium
technical_rest_api_over_dictionary,When would you use REST API over dictionary?,technical,scenario favoring REST API|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,easy
technical_rest_api_over_lambda_function,When would you use REST API over lambda function?,technical,scenario favoring REST API|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,medium
technical_rest_api_over_virtual_memory,When would you use REST API over virtual memory?,technical,scenario favoring REST API|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,easy
technical_rest_api_over_exception_handling,When would you use REST API over exception handling?,technical,scenario favoring REST API|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,easy
technical_rest_api_over_binary_search,When would you use REST API over binary search?,technical,scenario favoring REST API|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,medium
technical_rest_api_over_linked_list,When would you use REST API over linked list?,technical,scenario favoring REST API|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,easy
technical_rest_api_over_merge_sort,When would you use REST API over merge sort?,technical,scenario favoring REST API|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,hard
technical_rest_api_over_interface,When would you use REST API over interface?,technical,scenario favoring REST API|scenario favoring interface|trade-offs|decision criteria,Software Engineer,hard
technical_sql_injection_over_multithreading,When would you use SQL injection over multithreading?,technical,scenario favoring SQL injection|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,easy
technical_sql_injection_over_deadlock,When would you use SQL injection over deadlock?,technical,scenario favoring SQL injection|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,easy
technical_sql_injection_over_garbage_collection,When would you use SQL injection over garbage collection?,technical,scenario favoring SQL injection|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,hard
technical_sql_injection_over_big_o_notation,When would you use SQL injection over Big O notation?,technical,scenario favoring SQL injection|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,easy
technical_sql_injection_over_stack,When would you use SQL injection over stack?,technical,scenario favoring SQL injection|scenario favoring stack|trade-offs|decision criteria,Software Engineer,medium
technical_sql_injection_over_queue,When would you use SQL injection over queue?,technical,scenario favoring SQL injection|scenario favoring queue|trade-offs|decision criteria,Software Engineer,hard
technical_sql_injection_over_dictionary,When would you use SQL injection over dictionary?,technical,scenario favoring SQL injection|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,easy
technical_sql_injection_over_lambda_function,When would you use SQL injection over lambda function?,technical,scenario favoring SQL injection|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,medium
technical_sql_injection_over_virtual_memory,When would you use SQL injection over virtual memory?,technical,scenario favoring SQL injection|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,easy
technical_sql_injection_over_exception_handling,When would you use SQL injection over exception handling?,technical,scenario favoring SQL injection|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,hard
technical_sql_injection_over_binary_search,When would you use SQL injection over binary search?,technical,scenario favoring SQL injection|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,hard
technical_sql_injection_over_linked_list,When would you use SQL injection over linked list?,technical,scenario favoring SQL injection|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,easy
technical_sql_injection_over_merge_sort,When would you use SQL injection over merge sort?,technical,scenario favoring SQL injection|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,medium
technical_sql_injection_over_interface,When would you use SQL injection over interface?,technical,scenario favoring SQL injection|scenario favoring interface|trade-offs|decision criteria,Software Engineer,easy
technical_multithreading_over_deadlock,When would you use multithreading over deadlock?,technical,scenario favoring multithreading|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,easy
technical_multithreading_over_garbage_collection,When would you use multithreading over garbage collection?,technical,scenario favoring multithreading|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,medium
technical_multithreading_over_big_o_notation,When would you use multithreading over Big O notation?,technical,scenario favoring multithreading|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,medium
technical_multithreading_over_stack,When would you use multithreading over stack?,technical,scenario favoring multithreading|scenario favoring stack|trade-offs|decision criteria,Software Engineer,hard
technical_multithreading_over_queue,When would you use multithreading over queue?,technical,scenario favoring multithreading|scenario favoring queue|trade-offs|decision criteria,Software Engineer,medium
technical_multithreading_over_dictionary,When would you use multithreading over dictionary?,technical,scenario favoring multithreading|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,easy
technical_multithreading_over_lambda_function,When would you use multithreading over lambda function?,technical,scenario favoring multithreading|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,easy
technical_multithreading_over_virtual_memory,When would you use multithreading over virtual memory?,technical,scenario favoring multithreading|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,hard
technical_multithreading_over_exception_handling,When would you use multithreading over exception handling?,technical,scenario favoring multithreading|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,hard
technical_multithreading_over_binary_search,When would you use multithreading over binary search?,technical,scenario favoring multithreading|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,medium
technical_multithreading_over_linked_list,When would you use multithreading over linked list?,technical,scenario favoring multithreading|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,easy
technical_multithreading_over_merge_sort,When would you use multithreading over merge sort?,technical,scenario favoring multithreading|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,easy
technical_multithreading_over_interface,When would you use multithreading over interface?,technical,scenario favoring multithreading|scenario favoring interface|trade-offs|decision criteria,Software Engineer,easy
technical_deadlock_over_garbage_collection,When would you use deadlock over garbage collection?,technical,scenario favoring deadlock|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,medium
technical_deadlock_over_big_o_notation,When would you use deadlock over Big O notation?,technical,scenario favoring deadlock|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,easy
technical_deadlock_over_stack,When would you use deadlock over stack?,technical,scenario favoring deadlock|scenario favoring stack|trade-offs|decision criteria,Software Engineer,medium
marketing_marketing_vs_branding_diff,What is the difference between marketing and branding?,marketing,functional value proposition|emotional/identity building|short-term vs long-term focus|tactics vs perception,Marketing Manager,medium
marketing_seo_vs_sem_diff,Explain the difference between SEO and SEM.,marketing,organic vs paid traffic|keyword targeting|cost structure|time to see results,Marketing Manager,medium
marketing_segmentation_whatis,What is customer segmentation and how is it used?,marketing,demographic or behavioral criteria|targeted messaging|personalization|example,Marketing Manager,easy
marketing_cac_calc,How do you calculate customer acquisition cost (CAC)?,marketing,total marketing/sales spend|number of new customers|formula|why it matters,Marketing Manager,medium
marketing_cac_vs_ltv_diff,What is the difference between CAC and customer lifetime value (LTV)?,marketing,cost to acquire vs revenue over lifetime|LTV:CAC ratio benchmark|profitability signal,Marketing Manager,hard
marketing_ab_test_landing_page,Walk me through how you would design an A/B test for a landing page.,marketing,clear hypothesis|control vs variant|sample size|statistical significance|primary metric,Marketing Manager,hard
marketing_funnel_whatis,What is a marketing funnel and what are its stages?,marketing,awareness|consideration|conversion|retention or advocacy,Marketing Manager,easy
marketing_attribution_measure,How do you measure marketing attribution?,marketing,first-touch model|last-touch model|multi-touch model|tracking tools,Marketing Manager,hard
marketing_brand_over_performance,When would you prioritize brand marketing over performance marketing?,marketing,long-term brand equity|low purchase frequency category|budget constraints|market maturity,Marketing Manager,hard
marketing_email_kpis,What KPIs would you track for an email marketing campaign?,marketing,open rate|click-through rate|conversion rate|unsubscribe rate|deliverability,Marketing Manager,easy
marketing_influencer_selection,How do you approach influencer marketing selection?,marketing,audience fit|engagement rate over follower count|brand alignment|ROI tracking,Marketing Manager,medium
marketing_campaign_underperformed,Describe a time a campaign underperformed. How did you respond?,marketing,situation|data-driven diagnosis|adjustment made|result|lesson learned,Marketing Manager,medium
marketing_b2b_vs_b2c_diff,What is the difference between B2B and B2C marketing?,marketing,decision-making process|sales cycle length|audience size|messaging tone,Marketing Manager,medium
marketing_position_vs_cheaper_competitor,How would you position a product against a lower-priced competitor?,marketing,value differentiation|target segment|messaging strategy|avoiding a price war,Marketing Manager,hard
marketing_content_strategy_importance,What is a content marketing strategy and why does it matter?,marketing,audience-focused content|SEO benefit|trust building|long-term lead generation,Marketing Manager,easy
sales_process_walkthrough,Walk me through your sales process from prospecting to close.,sales,prospecting|qualification|needs discovery|proposal|objection handling|close,Sales Representative,medium
sales_pipeline_vs_funnel_diff,What is the difference between a sales pipeline and a sales funnel?,sales,pipeline tracks deal stages per rep|funnel tracks conversion volume|use case for each,Sales Representative,medium
sales_qualify_lead,How do you qualify a lead?,sales,budget|authority|need|timeline|qualification framework,Sales Representative,easy
sales_difficult_objection,Describe a time you handled a difficult objection.,sales,active listening|root cause of objection|reframing|resolution|result,Sales Representative,medium
sales_upsell_vs_cross_sell_diff,What is the difference between upselling and cross-selling?,sales,upsell is a higher tier of the same product|cross-sell is a complementary product|timing|examples,Sales Representative,easy
sales_crm_usage,How do you use a CRM in your sales workflow?,sales,tracking interactions|pipeline visibility|follow-up reminders|reporting,Sales Representative,easy
sales_missed_quota,How do you handle a missed quota?,sales,root cause analysis|pipeline review|action plan|accountability,Sales Representative,medium
sales_prospect_gone_quiet,What is your approach to closing a deal when the prospect goes quiet?,sales,re-engagement strategy|reminding them of value|creating urgency|alternative contact,Sales Representative,hard
sales_key_account_relationships,How do you build long-term relationships with key accounts?,sales,regular check-ins|ongoing value delivery|trust building|account growth,Sales Representative,medium
sales_walk_away_deal,When would you walk away from a deal?,sales,poor customer fit|unprofitable terms|red flags|opportunity cost,Sales Representative,hard
sales_performance_metrics,What metrics do you track to measure sales performance?,sales,conversion rate|average deal size|sales cycle length|quota attainment,Sales Representative,easy
sales_compete_on_price,How do you differentiate your product when competing on price?,sales,value-based selling|ROI framing|product differentiation|avoiding the discount trap,Sales Representative,hard
sales_cold_outreach_approach,Describe your approach to cold outreach.,sales,prospect research|personalization|clear value proposition|follow-up cadence,Sales Representative,medium
sales_inbound_vs_outbound_diff,What is the difference between inbound and outbound sales?,sales,lead source|buyer intent level|sales cycle differences|approach used,Sales Representative,medium
sales_negotiate_price_sensitive,How do you negotiate pricing with a price-sensitive customer?,sales,reinforcing value|flexible terms|trade-offs offered|win-win outcome,Sale|financing options,Financial Analyst,hard
finance_month_end_close_steps,What steps do you take to close the books at month-end?,finance,account reconciliations|accruals|review process|reporting timeline,Financial Analyst,medium
finance_explain_working_capital,How would you explain working capital to a non-finance stakeholder?,finance,current assets minus current liabilities|short-term liquidity|plain-language example,Financial Analyst,easy
finance_debt_vs_equity_financing,When would a company use debt financing over equity financing?,finance,cost of capital|avoiding ownership dilution|ability to service debt|control retention,Financial Analyst,hard
finance_variance_analysis_budgeting,What is variance analysis and how do you use it in budgeting?,finance,comparing budget vs actual|identifying root causes|corrective action|example,Financial Analyst,medium
legal_contract_breach_remedies,What are the primary remedies available for a breach of contract?,legal,compensatory damages|consequential damages|specific performance|liquidated damages|injunctive relief,Corporate Counsel,medium
legal_attorney_client_privilege,How do you establish and maintain attorney-client privilege in a corporate setting?,legal,confidential communication|legal advice purpose|waiving privilege risks|third-party disclosures|common interest doctrine,Corporate Counsel,hard
legal_indemnification_clause,Explain the purpose of an indemnification clause in a commercial agreement.,legal,risk allocation|hold harmless obligation|third-party claims|defense costs|liability cap limits,Corporate Counsel,medium
legal_ip_assignment,Why is an intellectual property (IP) assignment clause critical in employment contracts?,legal,ownership of work product|work-for-hire doctrine|inventorship vs ownership|chain of title integrity,Corporate Counsel,easy
legal_regulatory_compliance_risk,How do you assess and manage regulatory compliance risks for a new product line?,legal,jurisdictional scope|gap analysis|regulatory agency guidelines|enforcement trends|remediation strategies,Corpos Representative,hard
product_roadmap_whatis,What is a product roadmap and how do you build one?,product,strategic themes|prioritization|stakeholder input|timeline flexibility,Product Manager,medium
product_user_story_vs_use_case_diff,Explain the difference between a user story and a use case.,product,format differences|level of granularity|agile context|purpose,Product Manager,medium
product_prioritize_backlog,How do you prioritize features on a backlog?,product,prioritization framework (e.g. RICE or MoSCoW)|business impact|effort estimate|stakeholder alignment,Product Manager,hard
product_mvp_importance,What is an MVP and why is it useful?,product,minimum feature set|validating assumptions|fast feedback loop|reducing risk,Product Manager,easy
product_market_fit_measure,How do you measure product-market fit?,product,retention metrics|NPS|organic growth signals|qualitative user feedback,Product Manager,hard
product_say_no_stakeholder,Describe a time you had to say no to a stakeholder's feature request.,product,situation|reasoning behind the decision|how it was communicated|outcome,Product Manager,medium
product_okrs_vs_kpis_diff,What is the difference between OKRs and KPIs?,product,OKRs as a goal-setting framework|KPIs as ongoing performance metrics|timeframe differences|purpose,Product Manager,medium
product_user_research_process,How do you conduct user research before building a feature?,product,user interviews|surveys|usability testing|synthesizing findings,Product Manager,medium
product_qual_over_quant_research,When would you use qualitative research over quantitative research?,product,early-stage discovery|understanding the why behind behavior|small sample sizes|complementing quantitative data,Product Manager,hard
product_define_success_metrics,How do you define success metrics for a new feature?,product,leading vs lagging indicators|baseline measurement|target setting|measurement plan,Product Manager,medium
product_feature_flag_vs_ab_test_diff,Explain the difference between a feature flag and A/B testing.,product,feature flag controls rollout|A/B test measures impact|overlapping use cases|example,Product Manager,hard
product_conflicting_priorities,How would you handle conflicting priorities between engineering and sales?,product,stakeholder alignment|data-driven trade-offs|clear communication|decision-making framework,Product Manager,hard
product_churn_rate_reduce,What is churn rate and how do you reduce it?,product,definition of churn rate|common causes|retention strategies|how it's measured,Product Manager,medium
product_competitive_analysis_approach,How do you approach competitive analysis?,product,feature comparison|positioning analysis|identifying market gaps|ongoing monitoring,Product Manager,medium
product_prd_process,Describe your process for writing a product requirements document (PRD).,product,problem statement|goals|user stories|success metrics|scope definition,Product Manager,medium
finance_balance_sheet_vs_income_statement_diff,Explain the difference between a balance sheet and an income statement.,finance,point-in-time snapshot vs period-based|assets/liabilities/equity vs revenue/expenses|purpose of each,Financial Analyst,medium
finance_ar_vs_ap_diff,What is the difference between accounts receivable and accounts payable?,finance,money owed to the company vs money the company owes|cash flow impact|examples,Financial Analyst,easy
finance_ebitda_calc,How do you calculate EBITDA and why is it used?,finance,formula|excludes non-operating items|comparability across companies|limitations,Financial Analyst,medium
finance_depreciation_vs_amortization_diff,What is the difference between depreciation and amortization?,finance,tangible vs intangible assets|methods used|purpose,Financial Analyst,medium
finance_accrual_vs_cash_diff,Explain the difference between accrual and cash accounting.,finance,timing of revenue/expense recognition|GAAP relevance|impact on cash flow visibility,Financial Analyst,hard
finance_build_forecast,How do you approach building a financial forecast?,finance,historical data analysis|key assumptions|scenario planning|review cadence,Financial Analyst,medium
finance_breakeven_analysis,What is a break-even analysis and when would you use it?,finance,fixed vs variable costs|break-even point formula|decision-making use case,Financial Analyst,medium
finance_roi_evaluation,How do you evaluate the ROI of a capital investment?,finance,cost vs expected return|payback period|NPV or IRR|risk assessment,Financial Analyst,hard
finance_audit_discrepancy,Describe a time you identified a discrepancy during an audit.,finance,situation|investigation process|resolution|process improvement made,Financial Analyst,hard
finance_gross_vs_net_margin_diff,What is the difference between gross margin and net margin?,finance,revenue minus COGS vs all expenses deducted|different layers of profitability|use cases for each,Financial Analyst,easy
finance_cash_flow_rapid_growth,How do you manage cash flow during a period of rapid growth?,finance,working capital management|receivables/payables timing|forecastingrate Counsel,hard
medical_triage_prioritization,How do you prioritize patient care during an emergency department triage?,medical,emergency severity index (esi)|vital signs assessment|airway/breathing/circulation (abcs)|chief complaint evaluation|resource allocation,Registered Nurse,hard
medical_informed_consent_role,What is the healthcare provider's role in obtaining informed consent?,medical,explaining risks and benefits|verifying patient understanding|voluntary consent|patient competence|documentation requirements,Registered Nurse,medium
medical_hipaa_patient_privacy,How do you ensure HIPAA compliance when handling sensitive patient health information?,medical,protected health information (phi)|need-to-know access|secure communication channels|minimum necessary standard|patient disclosure rights,Registered Nurse,easy
medical_medication_error_prevention,What steps do you take to prevent medication administration errors?,medical,five rights of medication administration|patient identification checks|dosage verification|high-alert medication protocols|incident reporting,Registered Nurse,medium
medical_difficult_family_communication,How do you handle communication with a distressed or angry family member of a patient?,medical,de-escalation techniques|empathic listening|clear objective status updates|setting boundaries|interdisciplinary support,Registered Nurse,medium
